9606.ENSP00000359314	9606.ENSP00000311605	0
9606.ENSP00000389197	9606.ENSP00000366841	0
9606.ENSP00000349181	9606.ENSP00000339145	0
9606.ENSP00000370240	9606.ENSP00000422565	0
9606.ENSP00000270800	9606.ENSP00000356065	1
9606.ENSP00000261245	9606.ENSP00000482431	0
9606.ENSP00000328232	9606.ENSP00000454699	0
9606.ENSP00000303149	9606.ENSP00000308137	0
9606.ENSP00000357385	9606.ENSP00000429225	0
9606.ENSP00000263895	9606.ENSP00000360828	0
9606.ENSP00000222224	9606.ENSP00000364661	0
9606.ENSP00000361535	9606.ENSP00000483719	0
9606.ENSP00000365108	9606.ENSP00000461230	0
9606.ENSP00000344275	9606.ENSP00000373274	0
9606.ENSP00000381309	9606.ENSP00000369850	0
9606.ENSP00000362404	9606.ENSP00000344860	0
9606.ENSP00000269593	9606.ENSP00000308117	0
9606.ENSP00000375133	9606.ENSP00000363386	0
9606.ENSP00000371940	9606.ENSP00000248975	0
9606.ENSP00000376773	9606.ENSP00000433817	0
9606.ENSP00000351682	9606.ENSP00000475679	0
9606.ENSP00000337510	9606.ENSP00000403133	0
9606.ENSP00000355518	9606.ENSP00000000233	0
9606.ENSP00000397070	9606.ENSP00000376808	1
9606.ENSP00000317561	9606.ENSP00000375603	0
9606.ENSP00000444844	9606.ENSP00000418695	1
9606.ENSP00000356051	9606.ENSP00000420176	0
9606.ENSP00000361914	9606.ENSP00000303754	0
9606.ENSP00000368987	9606.ENSP00000302846	0
9606.ENSP00000358417	9606.ENSP00000392189	0
9606.ENSP00000292427	9606.ENSP00000377757	0
9606.ENSP00000365623	9606.ENSP00000410922	0
9606.ENSP00000331766	9606.ENSP00000311184	0
9606.ENSP00000230413	9606.ENSP00000298746	0
9606.ENSP00000364218	9606.ENSP00000364110	0
9606.ENSP00000386361	9606.ENSP00000359558	0
9606.ENSP00000297313	9606.ENSP00000225538	0
9606.ENSP00000342162	9606.ENSP00000342513	0
9606.ENSP00000259808	9606.ENSP00000377213	1
9606.ENSP00000357096	9606.ENSP00000413833	0
9606.ENSP00000365953	9606.ENSP00000272418	0
9606.ENSP00000261058	9606.ENSP00000456598	0
9606.ENSP00000235150	9606.ENSP00000262291	0
9606.ENSP00000356982	9606.ENSP00000457909	0
9606.ENSP00000364298	9606.ENSP00000446540	0
9606.ENSP00000463263	9606.ENSP00000385217	1
9606.ENSP00000385470	9606.ENSP00000381086	0
9606.ENSP00000387240	9606.ENSP00000383475	0
9606.ENSP00000369755	9606.ENSP00000467530	0
9606.ENSP00000260229	9606.ENSP00000472118	0
9606.ENSP00000216968	9606.ENSP00000383394	0
9606.ENSP00000248668	9606.ENSP00000418767	0
9606.ENSP00000386545	9606.ENSP00000303766	0
9606.ENSP00000263382	9606.ENSP00000429052	0
9606.ENSP00000305011	9606.ENSP00000371595	0
9606.ENSP00000358404	9606.ENSP00000301529	0
9606.ENSP00000345563	9606.ENSP00000420872	0
9606.ENSP00000343290	9606.ENSP00000357202	0
9606.ENSP00000261793	9606.ENSP00000464351	0
9606.ENSP00000262613	9606.ENSP00000064571	0
